"Method","Time (ms)","Own Time (ms)"
"mb.scopegraph.oopsla20.reference.EdgeOrData.edge(Object) EdgeOrData.java","18","15"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$CompactSetMultimapNode.bitpos(int) PersistentTrieSetMultimap.java","18","18"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$CompactSetMultimapNode.mergeTwoSingletonPairs(Object, Object, int, Object, Object, int, int, EqualityComparator) PersistentTrieSetMultimap.java","18","0"
"mb.scopegraph.oopsla20.reference.EdgeOrData$Edge.hashCode() EdgeOrData.java","18","18"
"mb.nabl2.terms.Terms$CaseBuilder.var(Function1) Terms.java","18","18"
"mb.statix.constraints.CExists.visitFreeVars(Action1) CExists.java","18","0"
"mb.nabl2.terms.build.TermVar$Builder.name(String) TermVar.java","18","8"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$3$1.<init>(PersistentTrieMap$TransientTrieMap$3) PersistentTrieMap.java","18","0"
"org.metaborg.util.collection.MultiSetMap$Immutable.removeAll(Set) MultiSetMap.java","18","0"
"mb.nabl2.terms.unification.ud.BaseUniDisunifier.isEmpty() BaseUniDisunifier.java","18","4"
"mb.statix.spec.PreSolvedConstraint.intern(Set$Immutable, IUniDisunifier$Immutable) PreSolvedConstraint.java","18","0"
"mb.statix.solver.persistent.State$InitShim.<init>(State) State.java","17","12"
"mb.statix.solver.persistent.State$InitShim.<init>(State, State$InitShim) State.java","17","0"
"mb.p_raffrayi.impl.AbstractUnit$$Lambda$464.apply(Object, Object)","17","0"
"mb.nabl2.terms.build.AConsTerm.matchOrThrow(IListTerm$CheckedCases) AConsTerm.java","17","0"
"mb.nabl2.terms.ListTerms$3.caseCons(IConsTerm) ListTerms.java","17","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$816.apply(Object)","17","8"
"mb.p_raffrayi.impl.tokens.Query.hashCode() Query.java","17","17"
"mb.statix.concurrent.StatixSolver.lambda$19(EdgeOrData) StatixSolver.java","17","6"
"mb.statix.concurrent.StatixSolver$$Lambda$539.apply(Object)","17","0"
"mb.statix.scopegraph.Scope.getResource() Scope.java","17","17"
"org.metaborg.util.iterators.ArrayIterable.iterator() ArrayIterable.java","17","17"
"mb.statix.solver.completeness.Completeness.<init>() Completeness.java","17","0"
"io.usethesource.capsule.core.PersistentTrieSet$CompactMixedSetNode.dataMap() PersistentTrieSet.java","16","16"
"mb.p_raffrayi.impl.AbstractUnit$1.lambda$15(TypeCheckerState, ICompletableFuture, Boolean, Throwable) AbstractUnit.java","16","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$1112.apply(Object, Object)","16","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$1113.apply(Object, Object)","16","0"
"org.metaborg.util.collection.CapsuleUtil.immutableSet() CapsuleUtil.java","16","16"
"mb.statix.constraints.CTrue.visitFreeVars(Action1) CTrue.java","16","16"
"mb.nabl2.terms.substitution.PersistentSubstitution.rangeSet() PersistentSubstitution.java","16","16"
"mb.p_raffrayi.impl.AbstractUnit.releaseDelays(Object) AbstractUnit.java","16","3"
"mb.nabl2.terms.substitution.Renaming.<init>(BiMap) Renaming.java","16","16"
"mb.nabl2.terms.substitution.Renaming.<init>(BiMap, Renaming) Renaming.java","16","0"
"org.metaborg.util.collection.MultiSet$Transient.<init>(Map$Transient, MultiSet$Transient) MultiSet.java","16","2"
"mb.statix.spec.Rule.<init>(Rule$Builder, Rule) Rule.java","16","0"
"mb.statix.spec.Rule.<init>(Rule$Builder) Rule.java","16","7"
"mb.statix.spec.Rule$Builder.build() Rule.java","16","0"
"com.google.common.collect.Iterators$9.next() Iterators.java","16","16"
"mb.statix.constraints.CAstId.apply(ISubstitution$Immutable) CAstId.java","16","7"
"mb.statix.concurrent.StatixSolver$$Lambda$758.<init>(StatixSolver)","16","0"
"mb.statix.concurrent.StatixSolver$$Lambda$758.get$Lambda(StatixSolver)","16","0"
"mb.nabl2.terms.build.AStringTerm.hashCode() AStringTerm.java","16","16"
"mb.scopegraph.oopsla20.terms.newPath.ResolutionPath.equals(Object) ResolutionPath.java","16","5"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$528.get$Lambda(PersistentSubstitution)","16","13"
"mb.statix.constraints.CAstId.withCause(IConstraint) CAstId.java","16","14"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$656.get$Lambda(PersistentUnifier$Immutable$Unify, ITerm)","16","0"
"com.google.common.collect.ImmutableList.builder() ImmutableList.java","16","16"
"mb.statix.constraints.CEqual$$Lambda$752.accept(Object)","16","8"
"mb.statix.constraints.CCompiledQuery.<init>(QueryFilter, QueryMin, ITerm, ITerm, IConstraint, IMessage, StateMachine) CCompiledQuery.java","16","3"
"mb.p_raffrayi.actors.impl.Actor.assertOnActorThread() Actor.java","16","0"
"mb.scopegraph.ecoop21.ResolutionInterpreter$1$$Lambda$997.get$Lambda(ResolutionInterpreter$1, ScopePath, ICancel)","15","13"
"org.metaborg.util.future.CompletableFuture$4$$Lambda$688.get$Lambda(ICompletableFuture)","15","15"
"mb.nabl2.terms.build.StringTerm.<init>(String) StringTerm.java","15","3"
"mb.nabl2.terms.build.StringTerm.of(String) StringTerm.java","15","0"
"java.util.HashMap.computeIfAbsent(Object, Function) HashMap.java","15","0"
"mb.statix.solver.persistent.Solver$$Lambda$1031.get$Lambda(IState$Transient)","15","15"
"mb.statix.solver.Delay.of(Collection) Delay.java","15","5"
"mb.statix.solver.persistent.ASolverResult.delay() ASolverResult.java","15","0"
"mb.statix.spec.PreSolvedConstraint$$Lambda$1029.<init>(PreSolvedConstraint, Action1)","15","15"
"mb.statix.spec.PreSolvedConstraint$$Lambda$1029.get$Lambda(PreSolvedConstraint, Action1)","15","0"
"mb.nabl2.terms.matching.TermMatch$M.preserveAttachments(TermMatch$IMatcher) TermMatch.java","15","0"
"io.usethesource.capsule.core.trie.SetNodeResultImpl.<init>() SetNodeResultImpl.java","15","15"
"mb.p_raffrayi.impl.AbstractUnit._addEdge(Object, Object, Object) AbstractUnit.java","15","15"
"java.util.ArrayList.get(int) ArrayList.java","15","15"
"com.google.common.collect.SingletonImmutableList.get(int) SingletonImmutableList.java","15","15"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$TransientTrieSetMultimap.collectionToInternalFormat(Set$Immutable) PersistentTrieSetMultimap.java","15","15"
"com.google.common.collect.ImmutableList.toImmutableList() ImmutableList.java","15","15"
"mb.nabl2.terms.substitution.PersistentSubstitution$Immutable.<init>(Map$Immutable, MultiSet$Immutable) PersistentSubstitution.java","15","15"
"mb.nabl2.terms.substitution.PersistentSubstitution$Immutable.of() PersistentSubstitution.java","15","0"
"com.google.common.collect.HashMultiset.iterator() HashMultiset.java","15","15"
"mb.p_raffrayi.impl.AbstractUnit.failAll() AbstractUnit.java","15","0"
"mb.p_raffrayi.impl.TypeCheckerUnit$$Lambda$1108.<init>(ICompletableFuture)","14","14"
"mb.p_raffrayi.impl.TypeCheckerUnit$$Lambda$1108.get$Lambda(ICompletableFuture)","14","0"
"io.usethesource.capsule.factory.DefaultSetFactory.lambda$of$0() DefaultSetFactory.java","14","14"
"io.usethesource.capsule.factory.DefaultSetFactory$$Lambda$7.call()","14","0"
"mb.statix.solver.persistent.State$Builder.termProperties(Map$Immutable) State.java","14","14"
"io.usethesource.capsule.factory.DefaultSetFactory$$Lambda$901.<init>(DefaultSetFactory, Object)","14","14"
"io.usethesource.capsule.factory.DefaultSetFactory$$Lambda$901.get$Lambda(DefaultSetFactory, Object)","14","0"
"com.google.common.collect.HashMultiset.isEmpty() HashMultiset.java","14","14"
"mb.nabl2.terms.build.Appl3Term.<init>(String, ITerm, ITerm, ITerm) Appl3Term.java","14","14"
"java.lang.StringBuilder.<init>(String) StringBuilder.java","14","14"
"java.lang.invoke.MethodHandle.invokeBasic(Object[]) MethodHandle.java (native)","14","14"
"mb.p_raffrayi.impl.AbstractUnit$RecordingTypeCheckerContext.id() AbstractUnit.java","14","1"
"mb.p_raffrayi.actors.impl.Actor$$Lambda$1080.get$Lambda(ICompletableFuture, Object, Throwable)","14","14"
"mb.statix.concurrent.StatixSolver$1.lambda$20(Diseq) StatixSolver.java","14","0"
"mb.statix.concurrent.StatixSolver$1$$Lambda$806.apply(Object)","14","0"
"mb.statix.scopegraph.Scope.getAttachments() Scope.java","14","14"
"mb.statix.constraints.CExists.cause() CExists.java","14","14"
"mb.nabl2.terms.Terms.checkedCases() Terms.java","14","0"
"mb.nabl2.terms.Terms$CheckedCaseBuilder.<init>() Terms.java","14","14"
"mb.nabl2.terms.ListTerms.checkedCases() ListTerms.java","14","14"
"mb.nabl2.terms.build.TermBuild$B.newCons(ITerm, IListTerm, IAttachments) TermBuild.java","14","14"
"mb.nabl2.terms.build.TermVar.getResource() TermVar.java","13","13"
"org.metaborg.util.collection.MultiSet$Immutable.<init>(Map$Immutable, MultiSet$Immutable) MultiSet.java","13","13"
"io.usethesource.capsule.core.PersistentTrieMap$BitmapIndexedMapNode.getValue(int) PersistentTrieMap.java","13","13"
"com.google.common.collect.Iterators$9.hasNext() Iterators.java","13","13"
"mb.nabl2.terms.build.TermVar.getName() TermVar.java","13","13"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$AbstractSetMultimapNode$2.get(int) PersistentTrieSetMultimap.java","13","13"
"java.util.Collections$SingletonList.iterator() Collections.java","13","13"
"mb.nabl2.terms.build.Appl1Term.builder() Appl1Term.java","13","13"
"com.google.common.collect.AbstractMapBasedMultimap$WrappedCollection$WrappedIterator.hasNext() AbstractMapBasedMultimap.java","13","13"
"org.metaborg.util.collection.HashTrieRelation3.get(Object) HashTrieRelation3.java","13","0"
"mb.statix.constraints.CTrue.freeVars() CTrue.java","13","10"
"org.metaborg.util.collection.MultiSetMap$Immutable.<init>(Map$Immutable, MultiSetMap$Immutable) MultiSetMap.java","13","13"
"org.metaborg.util.future.CompletedFuture.<init>(Object) CompletedFuture.java","13","0"
"mb.statix.constraints.CEqual.hashCode() CEqual.java","13","1"
"mb.statix.constraints.CAstProperty.<init>(ITerm, ITerm, CAstProperty$Op, ITerm, IConstraint) CAstProperty.java","12","12"
"mb.statix.constraints.CAstProperty.unsafeApply(ISubstitution$Immutable) CAstProperty.java","12","0"
"mb.statix.constraints.CAstProperty.unsafeApply(ISubstitution$Immutable) CAstProperty.java","12","0"
"org.metaborg.util.collection.MultiSet.<init>() MultiSet.java","12","12"
"mb.nabl2.terms.matching.MatchResult.<init>(ISubstitution$Immutable, Set, List) MatchResult.java","12","12"
"java.util.concurrent.ConcurrentLinkedDeque.push(Object) ConcurrentLinkedDeque.java","12","12"
"mb.statix.solver.store.BaseConstraintStore.add(IConstraint) BaseConstraintStore.java","12","0"
"mb.nabl2.terms.ListTerms$CaseBuilder$1.caseVar(ITermVar) ListTerms.java","12","0"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$21.get$Lambda(TermMatch$M, Function1)","12","10"
"mb.nabl2.terms.matching.NilPattern.asTerm(Action2, Function1) NilPattern.java","12","2"
"mb.statix.constraints.AResolveQuery.<init>(QueryFilter, QueryMin, ITerm, ITerm, IConstraint, IMessage) AResolveQuery.java","12","12"
"mb.statix.constraints.CCompiledQuery.withCause(IConstraint) CCompiledQuery.java","12","0"
"mb.statix.constraints.CCompiledQuery.withCause(IConstraint) CCompiledQuery.java","12","0"
"java.lang.invoke.LambdaForm$MH.1964905259.linkToTargetMethod(Object, int, Object, Object, Object, Object, Object) LambdaForm$MH","12","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$956.get$Lambda(AbstractUnit$1, boolean, Object, ScopePath, IQuery, DataWf)","12","12"
"mb.statix.solver.persistent.State$Builder.scopeGraph(IScopeGraph$Immutable) State.java","12","12"
"io.usethesource.capsule.core.AbstractTrieSetMultimap$$Lambda$932.apply(Object, Object)","12","12"
"mb.statix.scopegraph.AScope.getOp() AScope.java","12","12"
"mb.p_raffrayi.actors.deadlock.ChandyMisraHaas.exec() ChandyMisraHaas.java","12","12"
"org.metaborg.util.Ref.<init>() Ref.java","12","12"
"org.metaborg.util.future.CompletableFuture.asJavaCompletion() CompletableFuture.java","12","5"
"mb.nabl2.terms.matching.ApplPattern.<init>(String, Iterable, IAttachments) ApplPattern.java","12","3"
"mb.statix.constraints.CExists.bodyCriticalEdges() CExists.java","12","0"
"mb.statix.spec.ARule.lambda$4(Set$Immutable, Action1, ITermVar) ARule.java","11","0"
"mb.statix.spec.ARule$$Lambda$550.apply(Object)","11","0"
"mb.scopegraph.ecoop21.ResolutionInterpreter$1$$Lambda$1106.get$Lambda(ResolutionInterpreter$1, Object, Ref, Env)","11","11"
"java.lang.invoke.LambdaForm$MH.666384192.linkToTargetMethod(Object, Object, Object, int, Object, Object, Object) LambdaForm$MH","11","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$993.<init>(AbstractUnit$1, ILogger, Object, boolean, DataWf, IActorRef)","11","11"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$993.get$Lambda(AbstractUnit$1, ILogger, Object, boolean, DataWf, IActorRef)","11","0"
"mb.statix.solver.log.LazyDebugContext.<init>(IDebugContext) LazyDebugContext.java","11","0"
"mb.statix.solver.log.Log.<init>(Log$Entry, Log$Entry) Log.java","11","11"
"mb.statix.solver.log.Log.<init>() Log.java","11","0"
"org.metaborg.util.collection.ConsList$1.next() ConsList.java","11","0"
"mb.nabl2.terms.unification.ud.BaseUniDisunifier$ImmutableResult.unifier() BaseUniDisunifier.java","11","11"
"mb.nabl2.terms.build.ANilTerm.getVars() ANilTerm.java","11","11"
"mb.statix.spec.Rule.builder() Rule.java","11","0"
"mb.nabl2.terms.build.Appl3Term.getOp() Appl3Term.java","11","11"
"org.metaborg.util.collection.MultiSetMap.isEmpty() MultiSetMap.java","11","11"
"java.lang.ThreadLocal.remove() ThreadLocal.java","11","11"
"mb.p_raffrayi.actors.impl.Actor.finalizeThread() Actor.java","11","0"
"mb.statix.constraints.CExists$$Lambda$601.get$Lambda(Set$Transient)","11","11"
"io.usethesource.capsule.factory.DefaultSetFactory$$Lambda$335.get$Lambda(DefaultSetFactory)","11","11"
"com.google.common.collect.Iterables.concat(Iterable, Iterable) Iterables.java","11","11"
"mb.p_raffrayi.impl.Result.<init>(ITypeChecker$IOutput, StateCapture, IScopeGraph$Immutable, Iterable) Result.java","11","0"
"mb.p_raffrayi.impl.Result.of(ITypeChecker$IOutput, StateCapture, IScopeGraph$Immutable, Set) Result.java","11","0"
"mb.p_raffrayi.impl.Result.of(ITypeChecker$IOutput, StateCapture, IScopeGraph$Immutable, Iterable) Result.java","11","0"
"mb.p_raffrayi.impl.TypeCheckerUnit.lambda$6(ITypeChecker$IOutput) TypeCheckerUnit.java","11","0"
"mb.p_raffrayi.impl.TypeCheckerUnit$$Lambda$639.apply(Object)","11","0"
"mb.scopegraph.ecoop21.ResolutionInterpreter$1$$Lambda$941.<init>(ResolutionInterpreter$1, ScopePath, Object, State)","11","11"
"mb.scopegraph.ecoop21.ResolutionInterpreter$1$$Lambda$941.get$Lambda(ResolutionInterpreter$1, ScopePath, Object, State)","11","0"
"com.google.common.collect.IndexedImmutableSet.iterator() IndexedImmutableSet.java","10","10"
"com.google.common.collect.AbstractIterator.next() AbstractIterator.java","10","10"
"mb.p_raffrayi.impl.AbstractUnit.doAddSubUnit(String, Function2, List, boolean) AbstractUnit.java","10","0"
"mb.p_raffrayi.impl.Broker$UnitContext.add(String, Function2, List) Broker.java","10","0"
"mb.nabl2.terms.build.AAppl0Term.getArgs() AAppl0Term.java","10","10"
"mb.statix.constraints.messages.Message.hashCode() Message.java","10","0"
"mb.statix.constraints.messages.TermPart.hashCode() TermPart.java","10","10"
"mb.nabl2.terms.matching.TermMatch$M.appl2(String, TermMatch$IMatcher, TermMatch$IMatcher, Function3) TermMatch.java","10","10"
"mb.statix.constraints.CAstProperty.doVisitFreeVars(Action1) CAstProperty.java","10","0"
"mb.statix.constraints.CAstProperty.visitFreeVars(Action1) CAstProperty.java","10","0"
"org.metaborg.util.future.AggregateFuture.apply(IFuture, IFuture) AggregateFuture.java","10","0"
"org.metaborg.util.future.AggregateFuture.of(IFuture[]) AggregateFuture.java","10","0"
"mb.statix.concurrent.SolverState$Builder.existentials(Map) SolverState.java","10","0"
"mb.statix.concurrent.SolverState$Builder.putAllExistentials(Map) SolverState.java","10","0"
"mb.statix.concurrent.StatixSolver$1$$Lambda$780.<init>(IUniDisunifier)","10","10"
"mb.statix.concurrent.StatixSolver$1$$Lambda$780.get$Lambda(IUniDisunifier)","10","0"
"mb.nabl2.terms.stratego.ATermIndex.matcher() ATermIndex.java","10","8"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.index(int, int) PersistentTrieSet.java","10","10"
"com.google.common.collect.Lists.newLinkedList(Iterable) Lists.java","10","10"
"mb.nabl2.terms.build.ITermBuild.newList(Iterable, Iterable) ITermBuild.java","10","0"
"mb.nabl2.terms.build.ITermBuild.newList(Iterable) ITermBuild.java","10","0"
"mb.statix.constraints.CExists$$Lambda$601.apply(Object)","10","0"
"io.usethesource.capsule.core.trie.SetNodeResultImpl.isModified() SetNodeResultImpl.java","10","10"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable$$Lambda$844.apply(Object)","10","10"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$34.get$Lambda(TermMatch$IMatcher)","10","0"
"java.util.LinkedList.pop() LinkedList.java","10","10"
"mb.nabl2.terms.stratego.ATermIndex.find(ITerm) ATermIndex.java","10","0"
"mb.nabl2.terms.stratego.ATermIndex.get(IAttachments) ATermIndex.java","10","10"
"mb.p_raffrayi.actors.impl.ActorSystem.<init>(IActorScheduler) ActorSystem.java","10","0"
"mb.nabl2.terms.matching.PatternAs.getVars() PatternAs.java","10","0"
"mb.nabl2.terms.matching.PatternAs.getVars() PatternAs.java","10","0"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$723.get$Lambda(TermMatch$M)","10","10"
"mb.p_raffrayi.impl.AbstractUnit$$Lambda$640.apply(Object, Object)","10","0"
"mb.p_raffrayi.impl.AbstractUnit.lambda$11(ILogger, IActorRef, boolean, Tuple2, Throwable) AbstractUnit.java","10","0"
"mb.p_raffrayi.actors.impl.Actor._start(IActorInternal, Function1) Actor.java","10","0"
"mb.nabl2.terms.build.NilTerm.builder() NilTerm.java","10","0"
"mb.nabl2.terms.build.NilTerm$Builder.<init>(NilTerm$Builder) NilTerm.java","10","0"
"mb.nabl2.terms.build.NilTerm$Builder.<init>() NilTerm.java","10","10"
"mb.nabl2.terms.build.TermBuild$B.newNil(IAttachments) TermBuild.java","10","0"
"mb.p_raffrayi.impl.UnitResult$Builder.addAllFailures(Iterable) UnitResult.java","10","0"
"mb.p_raffrayi.impl.UnitResult$Builder.failures(Iterable) UnitResult.java","10","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$816.<init>(PersistentUnifier$Immutable$Unify, IListTerm)","10","10"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$816.get$Lambda(PersistentUnifier$Immutable$Unify, IListTerm)","10","0"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$BitmapIndexedSetMultimapNode.nodeArray() PersistentTrieSetMultimap.java","10","10"
"mb.nabl2.terms.matching.Pattern$2.add(ITermVar, ITerm) Pattern.java","10","10"
"mb.p_raffrayi.impl.tokens.InitScope.computeHashCode() InitScope.java","10","10"
"mb.statix.constraints.CEqual$$Lambda$752.get$Lambda(Action1)","10","10"
"mb.nabl2.terms.build.Appl1Term$Builder.arg0(ITerm) Appl1Term.java","10","10"
"mb.nabl2.terms.unification.ud.Diseq.universals() Diseq.java","10","10"
"mb.statix.constraints.CNew.cause() CNew.java","10","10"
"java.lang.String.indexOf(int) String.java","10","10"
"mb.nabl2.terms.substitution.FreshVars.dropSuffix(String) FreshVars.java","10","0"
"mb.p_raffrayi.impl.AbstractUnit$RecordingTypeCheckerContext.lambda$0(ScopePath, IQuery, DataWf, IQueryAnswer) AbstractUnit.java","9","0"
"mb.p_raffrayi.impl.AbstractUnit$RecordingTypeCheckerContext$$Lambda$1081.apply(Object)","9","0"
"com.google.common.collect.ImmutableList.of(Object, Object, Object) ImmutableList.java","9","9"
"mb.nabl2.terms.build.AAppl3Term.getArgs() AAppl3Term.java","9","0"
"mb.p_raffrayi.impl.confirm.OptimisticConfirmation.factory() OptimisticConfirmation.java","9","0"
"mb.statix.spec.PreSolvedConstraint$$Lambda$848.apply(Object)","9","6"
"com.google.common.collect.Sets$1.size() Sets.java","9","9"
"mb.statix.constraints.CUser.<init>(String, Iterable, IConstraint, IMessage, ICompleteness$Immutable) CUser.java","9","0"
"mb.scopegraph.oopsla20.reference.Env$Builder.build() Env.java","9","9"
"mb.p_raffrayi.actors.impl.ActorSystem.doAdd(IActorInternal, String, TypeTag) ActorSystem.java","9","0"
"mb.nabl2.terms.matching.StringPattern$$Lambda$1021.<init>(StringPattern, Pattern$Eqs)","9","9"
"mb.nabl2.terms.matching.StringPattern$$Lambda$1021.get$Lambda(StringPattern, Pattern$Eqs)","9","0"
"mb.statix.concurrent.SolverState$Builder.failed(Map) SolverState.java","9","0"
"mb.statix.concurrent.SolverState$Builder.putAllFailed(Map) SolverState.java","9","0"
"mb.statix.solver.completeness.CompletenessUtil.lambda$36(SetMultimap, Action2, CUser) CompletenessUtil.java","9","0"
"mb.statix.solver.completeness.CompletenessUtil.precomputeCriticalEdges(IConstraint, SetMultimap, Action2) CompletenessUtil.java","9","0"
"mb.statix.solver.completeness.CompletenessUtil.precomputeCriticalEdges(IConstraint, SetMultimap) CompletenessUtil.java","9","0"
"mb.statix.solver.completeness.CompletenessUtil$$Lambda$350.apply(Object)","9","0"
"mb.p_raffrayi.actors.impl.Actor.updateStateOnReceive(IActorInternal) Actor.java","9","9"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify.lambda$23(IListTerm, IConsTerm) PersistentUnifier.java","9","0"
"mb.statix.concurrent.AbstractTypeChecker.lambda$2(List) AbstractTypeChecker.java","9","0"
"mb.statix.concurrent.AbstractTypeChecker$$Lambda$480.apply(Object)","9","0"
"mb.statix.constraints.CAstId.apply(ISubstitution$Immutable) CAstId.java","9","9"
"io.usethesource.capsule.core.PersistentTrieMap$$Lambda$356.equals(Object, Object)","9","0"
"mb.nabl2.terms.matching.Pattern$$Lambda$767.get$Lambda(ImmutableList$Builder, ISubstitution$Immutable)","8","8"
"com.google.common.collect.LinkedListMultimap.removeAll(Object) LinkedListMultimap.java","8","8"
"mb.statix.spec.Rule$InitShim.<init>(Rule) Rule.java","8","8"
"mb.statix.spec.Rule$InitShim.<init>(Rule, Rule$InitShim) Rule.java","8","0"
"mb.statix.constraints.IResolveQuery.match(IConstraint$Cases) IResolveQuery.java","8","8"
"mb.statix.concurrent.SolverState$Builder.addAllUpdatedVars(Iterable) SolverState.java","8","0"
"mb.statix.concurrent.SolverState$Builder.updatedVars(Iterable) SolverState.java","8","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$1045.apply(Object, Object)","8","8"
"mb.statix.constraints.CUser$$Lambda$562.get$Lambda(Action1)","8","8"
"java.lang.String.valueOf(Object) String.java","8","8"
"mb.statix.concurrent.AbstractTypeChecker.lambda$8(List) AbstractTypeChecker.java","8","0"
"mb.statix.concurrent.AbstractTypeChecker$$Lambda$696.apply(Object)","8","0"
"com.google.common.collect.ImmutableList.of(Object, Object, Object, Object) ImmutableList.java","8","8"
"mb.nabl2.terms.build.AAppl4Term.getArgs() AAppl4Term.java","8","0"
"mb.p_raffrayi.actors.impl.WorkStealingScheduler.<init>(int) WorkStealingScheduler.java","8","0"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$BitmapIndexedSetMultimapNode.copyAndMigrateFromCollectionToNode(AtomicReference, int, PersistentTrieSetMultimap$AbstractSetMultimapNode) PersistentTrieSetMultimap.java","8","8"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet$TransientSetKeyIterator.hasNext() PersistentTrieSet.java","8","0"
"mb.nabl2.terms.matching.Transform$T$$Lambda$587.apply(Object)","8","8"
"mb.nabl2.terms.build.TermVar.<init>(String, String) TermVar.java","8","0"
"mb.statix.solver.persistent.AState.subState() AState.java","8","0"
"mb.statix.solver.persistent.State.with__vars(Set$Immutable) State.java","8","8"
"mb.nabl2.terms.matching.ConsPattern.lambda$2(Pattern$Eqs, ITermVar) ConsPattern.java","8","0"
"mb.nabl2.terms.matching.ConsPattern$$Lambda$746.apply(Object)","8","0"
"mb.nabl2.terms.matching.Pattern$2.add(ITermVar, Pattern) Pattern.java","8","0"
"mb.statix.concurrent.StatixSolver$1$$Lambda$1047.<init>(StatixSolver$1)","8","8"
"mb.statix.concurrent.StatixSolver$1$$Lambda$1047.get$Lambda(StatixSolver$1)","8","0"
"mb.statix.constraints.CNew$$Lambda$609.accept(Object)","8","0"
"io.usethesource.capsule.core.AbstractTrieSetMultimap$AbstractSetMultimapIterator.searchNextValueNode() AbstractTrieSetMultimap.java","8","2"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.nodeOf(AtomicReference, int, PersistentTrieSet$AbstractSetNode) PersistentTrieSet.java","8","8"
"mb.statix.solver.StateUtil$$Lambda$782.get$Lambda(ImmutableList$Builder)","8","8"
"org.metaborg.util.future.AggregateFuture$$Lambda$628.get$Lambda(AggregateFuture, int)","7","7"
"mb.p_raffrayi.nameresolution.tracing.ExtQuerySet$Builder.addAllTransitiveQueries(Iterable) ExtQuerySet.java","7","0"
"mb.p_raffrayi.nameresolution.tracing.ExtQuerySet$Builder.from(AExtQuerySet) ExtQuerySet.java","7","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$656.<init>(PersistentUnifier$Immutable$Unify, ITerm)","7","7"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$652.<init>(PersistentUnifier$Immutable$Unify, ITerm)","7","7"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$323.get$Lambda(Function1)","7","7"
"mb.statix.solver.Delay.removeAll(Iterable, Iterable) Delay.java","7","7"
"mb.p_raffrayi.actors.impl.Actor.toString() Actor.java","7","7"
"mb.statix.constraints.CConj.<init>(IConstraint, IConstraint, IConstraint) CConj.java","7","7"
"mb.nabl2.terms.build.Appl1Term.validate(Appl1Term) Appl1Term.java","7","7"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.bitpos(int) PersistentTrieSet.java","7","7"
"mb.statix.constraints.CTrue.hashCode() CTrue.java","7","7"
"mb.p_raffrayi.nameresolution.StateMachineQuery$1.compose(Object, Object) StateMachineQuery.java","7","7"
"java.util.concurrent.atomic.AtomicReference.getAndSet(Object) AtomicReference.java","7","7"
"mb.p_raffrayi.actors.impl.Actor.complete(ICompletable, Object, Throwable) Actor.java","7","0"
"mb.statix.solver.completeness.CompletenessUtil.lambda$38(CUser, ICompleteness$Transient, Action2, Tuple2) CompletenessUtil.java","7","0"
"mb.statix.solver.completeness.CompletenessUtil$$Lambda$366.accept(Object)","7","0"
"mb.statix.solver.completeness.CompletenessUtil$$Lambda$532.apply(Object, Object)","7","7"
"mb.nabl2.terms.build.Appl2Term.builder() Appl2Term.java","7","7"
"io.usethesource.capsule.core.PersistentTrieMap.of(Object[]) PersistentTrieMap.java","7","0"
"io.usethesource.capsule.Map$Immutable.of(Object, Object) Map.java","7","0"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.nodeIndex(int) PersistentTrieMap.java","7","7"
"mb.p_raffrayi.actors.impl.Actor$$Lambda$458.apply()","7","0"
