"Method","Time (ms)","Own Time (ms)"
"java.lang.invoke.LambdaForm$MH.121295574.linkToTargetMethod(Object, Object, Object, Object) LambdaForm$MH","158","19"
"mb.statix.solver.completeness.CompletenessUtil.lambda$24(SetMultimap, Action2, CConj) CompletenessUtil.java","157","64"
"mb.nabl2.terms.substitution.PersistentSubstitution$Transient.compose(ISubstitution$Immutable) PersistentSubstitution.java","155","31"
"mb.scopegraph.oopsla20.reference.ScopeGraph$Transient.setDatum(Object, Object) ScopeGraph.java","155","0"
"mb.statix.solver.persistent.Solver.entailed(IState$Immutable, Solver$PreSolveResult, IDebugContext) Solver.java","153","5"
"mb.nabl2.terms.Terms$3.caseList(IListTerm) Terms.java","153","12"
"mb.statix.constraints.CUser$$Lambda$562.accept(Object)","153","37"
"io.usethesource.capsule.core.trie.MapNodeResult.unchanged() MapNodeResult.java","152","96"
"mb.statix.concurrent.StatixSolver$1.caseTrue(CTrue) StatixSolver.java","151","0"
"mb.statix.concurrent.StatixSolver$1.caseTrue(CTrue) StatixSolver.java","151","0"
"mb.statix.scopegraph.AScope.getArgs() AScope.java","151","0"
"mb.statix.scopegraph.Scope.getArgs() Scope.java","151","0"
"java.util.Objects.equals(Object, Object) Objects.java","151","94"
"mb.scopegraph.oopsla20.reference.ScopeGraph$Immutable.addEdge(Object, Object, Object) ScopeGraph.java","151","0"
"mb.scopegraph.oopsla20.reference.ScopeGraph$Immutable.addEdge(Object, Object, Object) ScopeGraph.java","151","0"
"mb.statix.spec.ARule.doVisitFreeVars(Action1) ARule.java","150","0"
"io.usethesource.capsule.core.PersistentTrieMap$MapEntryIterator.next() PersistentTrieMap.java","150","25"
"java.util.stream.ReferencePipeline.allMatch(Predicate) ReferencePipeline.java","150","60"
"mb.nabl2.terms.unification.u.BaseUnifier.isGround(Set, Set, Map) BaseUnifier.java","150","0"
"org.metaborg.util.collection.MultiSetMap$Transient.removeKey(Object) MultiSetMap.java","149","0"
"io.usethesource.capsule.core.trie.SetNodeResultImpl.updateDeltaSize(int) SetNodeResultImpl.java","149","149"
"java.util.stream.ReferencePipeline.count() ReferencePipeline.java","148","148"
"mb.nabl2.terms.build.AConsTerm.hashCode() AConsTerm.java","148","11"
"mb.nabl2.terms.matching.PatternVar.getVars() PatternVar.java","147","3"
"mb.statix.spoofax.StatixTerms.pathToTerm(IScopePath, Set) StatixTerms.java","147","0"
"com.google.common.collect.RegularImmutableMap.get(Object) RegularImmutableMap.java","145","132"
"mb.nabl2.terms.substitution.PersistentSubstitution$Transient.freeze() PersistentSubstitution.java","144","39"
"mb.statix.scopegraph.AScope.equals(Object) AScope.java","144","107"
"com.google.common.collect.Sets.difference(Set, Set) Sets.java","143","143"
"mb.nabl2.terms.matching.PatternVar.getVars() PatternVar.java","143","11"
"org.metaborg.util.collection.MultiSetMap$Transient.putAll(Object, MultiSet$Immutable) MultiSetMap.java","143","0"
"mb.p_raffrayi.actors.impl.Actor.initThread() Actor.java","143","37"
"io.usethesource.capsule.core.PersistentTrieSet$TransientTrieSet.__removeEquivalent(Object, EqualityComparator) PersistentTrieSet.java","141","0"
"io.usethesource.capsule.util.stream.CapsuleCollectors$$Lambda$331.get()","141","26"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify.lambda$1(ITerm, IListTerm) PersistentUnifier.java","140","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$649.apply(Object)","140","0"
"mb.statix.solver.completeness.CompletenessUtil.scopeOrVar() CompletenessUtil.java","138","42"
"mb.nabl2.terms.build.AConsTerm.visitVars(Action1) AConsTerm.java","137","0"
"mb.nabl2.terms.build.AConsTerm$$Lambda$759.apply(Object)","137","5"
"mb.statix.constraints.CUser.hashCode() CUser.java","137","13"
"org.metaborg.util.collection.MultiSet$Transient.of() MultiSet.java","136","41"
"mb.nabl2.terms.build.ITermBuild.newString(String) ITermBuild.java","136","0"
"mb.nabl2.terms.build.TermBuild$B.newString(String, IAttachments) TermBuild.java","136","26"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$515.apply(Object)","136","14"
"java.util.ArrayList.forEach(Consumer) ArrayList.java","135","9"
"com.google.common.collect.ImmutableListMultimap.get(Object) ImmutableListMultimap.java","134","121"
"mb.statix.spec.RuleSet.getRules(String) RuleSet.java","134","0"
"mb.statix.concurrent.GroupTypeChecker.lambda$2(IIncrementalTypeCheckerContext, List, List, Optional) GroupTypeChecker.java","134","0"
"mb.statix.concurrent.GroupTypeChecker$$Lambda$487.apply(Object)","134","0"
"mb.scopegraph.ecoop21.ResolutionInterpreter$Store.<init>(ResolutionInterpreter$Store) ResolutionInterpreter.java","132","8"
"java.util.Optional.ofNullable(Object) Optional.java","132","95"
"mb.p_raffrayi.impl.AbstractUnit$1.lambda$3(ILogger, IActorRef, Query, IActorRef, Tuple2, Throwable) AbstractUnit.java","131","8"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$910.apply(Object, Object)","131","0"
"org.metaborg.util.future.CompletableFuture.whenComplete(CheckedAction2) CompletableFuture.java","131","101"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.mergeTwoKeyValPairs(Object, int, Object, int, int) PersistentTrieSet.java","131","25"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable$$Lambda$794.apply(Object)","131","6"
"mb.nabl2.terms.unification.u.PersistentUnifier$Transient.removeDomainVar(ITermVar) PersistentUnifier.java","130","0"
"mb.p_raffrayi.impl.AbstractUnit.assertLabelOpen(Object, EdgeOrData) AbstractUnit.java","129","0"
"mb.scopegraph.oopsla20.reference.ScopeGraph$Immutable.setDatum(Object, Object) ScopeGraph.java","128","0"
"mb.scopegraph.oopsla20.reference.ScopeGraph$Immutable.setDatum(Object, Object) ScopeGraph.java","128","0"
"io.usethesource.capsule.core.PersistentTrieMap$BitmapIndexedMapNode.<init>(AtomicReference, int, int, Object[], PersistentTrieMap$1) PersistentTrieMap.java","128","93"
"mb.p_raffrayi.impl.Broker$UnitContext.lambda$0(Function2, IActor) Broker.java","128","0"
"mb.p_raffrayi.impl.Broker$UnitContext$$Lambda$457.apply(Object)","128","0"
"mb.p_raffrayi.impl.ScopeGraphLibraryUnit.lambda$6(IActor, IUnitContext) ScopeGraphLibraryUnit.java","128","0"
"mb.p_raffrayi.impl.ScopeGraphLibraryUnit$$Lambda$1075.apply(Object, Object)","128","0"
"mb.p_raffrayi.impl.ScopeGraphLibraryWorker.<init>(IActor, IActorRef, IUnitContext, Iterable, Set, IScopeGraph$Immutable) ScopeGraphLibraryWorker.java","128","0"
"mb.p_raffrayi.impl.tokens.CloseLabel.equals(Object) CloseLabel.java","127","0"
"mb.p_raffrayi.impl.tokens.CloseLabel.equalTo(CloseLabel) CloseLabel.java","127","0"
"io.usethesource.capsule.core.AbstractTransientTrieSetMultimap.__insert(Object, Object) AbstractTransientTrieSetMultimap.java","127","0"
"io.usethesource.capsule.core.AbstractTransientTrieSetMultimap.__insert(Object, Set$Immutable) AbstractTransientTrieSetMultimap.java","127","0"
"org.metaborg.util.collection.HashTrieRelation3$Transient.put(Object, Object, Object) HashTrieRelation3.java","127","0"
"org.metaborg.util.log.LoggerUtils.logger(Class) LoggerUtils.java","125","0"
"org.metaborg.util.log.Slf4jLoggerProvider.getLogger(Class) Slf4jLoggerProvider.java","125","0"
"org.slf4j.LoggerFactory.getLogger(Class) LoggerFactory.java","125","125"
"mb.statix.concurrent.StatixSolver.<init>(IConstraint, Spec, IState$Immutable, ICompleteness$Immutable, IDebugContext, IProgress, ICancel, ITypeCheckerContext, SolverTracer, int) StatixSolver.java","124","0"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$566.apply(Object)","124","25"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable.lambda$8(IUnifier$Immutable, ITermVar) PersistentUniDisunifier.java","124","0"
"mb.nabl2.terms.build.AbstractApplTerm$$Lambda$316.apply(Object)","124","0"
"mb.statix.solver.completeness.ICompleteness$Transient$$Lambda$664.accept(Object)","124","25"
"mb.scopegraph.ecoop21.ResolutionInterpreter$Store.<init>() ResolutionInterpreter.java","123","61"
"mb.nabl2.terms.matching.TermPattern$P.newTuple(Iterable) TermPattern.java","123","4"
"mb.statix.solver.StateUtil.buildEqualities(IUnifier, Action1) StateUtil.java","123","16"
"com.google.common.collect.AbstractMultiset.remove(Object) AbstractMultiset.java","123","77"
"mb.scopegraph.oopsla20.reference.Env$Builder.addAll(Iterable) Env.java","122","7"
"mb.nabl2.terms.substitution.PersistentSubstitution.apply(IListTerm) PersistentSubstitution.java","121","0"
"mb.nabl2.terms.substitution.PersistentSubstitution.lambda$1(IListTerm) PersistentSubstitution.java","121","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$908.apply(Object)","121","51"
"mb.nabl2.terms.ListTerms$CaseBuilder$1.caseCons(IConsTerm) ListTerms.java","121","30"
"mb.p_raffrayi.impl.TypeCheckerUnit$$Lambda$1108.apply(Object, Object)","119","0"
"mb.nabl2.terms.matching.TermPattern$P.newTuple(Iterable, IAttachments) TermPattern.java","119","3"
"mb.nabl2.terms.unification.u.BaseUnifier.findListTermRecursive(IListTerm, Set, Map) BaseUnifier.java","119","2"
"mb.nabl2.terms.unification.u.BaseUnifier.lambda$3(Set, Map, IListTerm) BaseUnifier.java","119","0"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$972.apply(Object)","119","0"
"com.google.common.collect.Streams.stream(Iterable) Streams.java","119","119"
"mb.statix.constraints.CEqual.doVisitFreeVars(Action1) CEqual.java","118","22"
"io.usethesource.capsule.core.PersistentTrieMap$3$1.hasNext() PersistentTrieMap.java","118","17"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.index(int, int, int) PersistentTrieSet.java","118","107"
"io.usethesource.capsule.core.PersistentTrieMap$MapEntryIterator.next() PersistentTrieMap.java","118","0"
"mb.nabl2.terms.matching.StringPattern.matchTerm(ITerm, ISubstitution$Transient, IUnifier$Immutable, Pattern$Eqs) StringPattern.java","118","0"
"mb.nabl2.terms.matching.ConsPattern$$Lambda$738.apply(Object)","117","5"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$1.contains(Object) PersistentTrieMap.java","116","0"
"mb.nabl2.terms.substitution.PersistentSubstitution$Transient.of() PersistentSubstitution.java","116","0"
"java.lang.String.hashCode() String.java","115","113"
"mb.statix.concurrent.AbstractTypeChecker.lambda$24(ITerm, SolverResult) AbstractTypeChecker.java","115","5"
"mb.statix.concurrent.AbstractTypeChecker$$Lambda$1114.apply(Object)","115","0"
"io.usethesource.capsule.factory.DefaultSetFactory.transientOf() DefaultSetFactory.java","115","0"
"io.usethesource.capsule.Set$Transient.of() Set.java","115","0"
"mb.scopegraph.ecoop21.ResolutionInterpreter$1$$Lambda$1098.apply(Object)","114","3"
"mb.statix.constraints.Constraints.lambda$94(Deque, CConj) Constraints.java","114","0"
"mb.statix.constraints.Constraints$$Lambda$597.apply(Object)","114","0"
"mb.statix.constraints.Constraints$CaseBuilder$1.caseConj(CConj) Constraints.java","114","0"
"mb.p_raffrayi.impl.AbstractUnit.doInitShare(IActorRef, Object, Iterable, boolean) AbstractUnit.java","114","12"
"mb.scopegraph.ecoop21.ResolutionInterpreter$Store.lookup(RVar) ResolutionInterpreter.java","113","23"
"io.usethesource.capsule.factory.DefaultSetFactory.of(Object) DefaultSetFactory.java","113","0"
"io.usethesource.capsule.Set$Immutable.of(Object) Set.java","113","0"
"java.lang.ThreadLocal.set(Object) ThreadLocal.java","113","113"
"mb.scopegraph.resolution.StateMachine.hashCode() StateMachine.java","113","0"
"mb.statix.solver.store.BaseConstraintStore.lambda$1(Multimap, Map$Entry) BaseConstraintStore.java","113","0"
"mb.statix.solver.store.BaseConstraintStore$$Lambda$608.accept(Object)","113","0"
"io.usethesource.capsule.core.PersistentTrieSet$BitmapIndexedSetNode.<init>(AtomicReference, int, int, Object[], PersistentTrieSet$1) PersistentTrieSet.java","112","9"
"mb.nabl2.terms.unification.ud.Diseq.rename(IRenaming) Diseq.java","112","0"
"io.usethesource.capsule.core.PersistentTrieSet$BitmapIndexedSetNode.copyAndSetNode(AtomicReference, int, PersistentTrieSet$AbstractSetNode) PersistentTrieSet.java","112","46"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath.<init>(Object) ScopePath.java","111","0"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$CompactSetMultimapNode.inserted(AtomicReference, Object, Set$Immutable, int, int, MultimapResult, EqualityComparator) PersistentTrieSetMultimap.java","111","0"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$CompactSetMultimapNode.inserted(AtomicReference, Object, Object, int, int, MultimapResult, EqualityComparator) PersistentTrieSetMultimap.java","111","0"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$CompactSetMultimapNode.insertedSingle(AtomicReference, Object, Object, int, int, MultimapResult, EqualityComparator) PersistentTrieSetMultimap.java","111","0"
"mb.nabl2.terms.matching.ConsPattern.lambda$0(ISubstitution$Transient, IUnifier$Immutable, Pattern$Eqs, IListTerm) ConsPattern.java","111","0"
"mb.p_raffrayi.impl.AbstractUnit$1.dataEquiv(Object, Object, ICancel) AbstractUnit.java","111","16"
"mb.p_raffrayi.nameresolution.StateMachineQuery$1.dataLeq(Object, Object, ICancel) StateMachineQuery.java","111","0"
"mb.scopegraph.ecoop21.ResolutionInterpreter.isShadowed(Object, Iterable, ICancel) ResolutionInterpreter.java","111","0"
"mb.scopegraph.ecoop21.ResolutionInterpreter.lambda$0(Object, ICancel, Tuple2, ResolutionPath) ResolutionInterpreter.java","111","0"
"mb.scopegraph.ecoop21.ResolutionInterpreter$$Lambda$1099.apply(Object, Object)","111","0"
"mb.scopegraph.ecoop21.ResolutionInterpreter$1.lambda$9(Ref, Env, ICancel, ResolutionPath) ResolutionInterpreter.java","111","0"
"org.metaborg.util.future.Futures.reduce(Object, Iterator, CheckedFunction2) Futures.java","111","0"
"org.metaborg.util.future.Futures.reduce(Object, Iterable, CheckedFunction2) Futures.java","111","0"
"com.google.common.collect.ImmutableMap.hashCode() ImmutableMap.java","111","111"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$45.<init>(BaseUnifier)","110","88"
"mb.p_raffrayi.impl.AbstractUnit$RecordingTypeCheckerContext.dispose() AbstractUnit.java","109","0"
"mb.statix.spec.PreSolvedConstraint.freeVars() PreSolvedConstraint.java","108","7"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.mask(int, int) PersistentTrieMap.java","108","108"
"com.google.common.collect.Lists.newLinkedList() Lists.java","107","107"
"mb.statix.constraints.CNew.apply(ISubstitution$Immutable) CNew.java","106","0"
"mb.statix.constraints.CNew.apply(ISubstitution$Immutable) CNew.java","106","0"
"mb.statix.scopegraph.AScope.matcher() AScope.java","106","0"
"mb.statix.benchmark.BenchmarkUtil.runConcurrent(Spec, IStatixProject, int, PRaffrayiSettings, IUnitResult, int) BenchmarkUtil.java","106","9"
"mb.statix.benchmark.JavaRun.main(String[]) JavaRun.java","106","0"
"mb.statix.benchmark.JavaRun.run() JavaRun.java","106","0"
"mb.statix.constraints.CEqual.visitFreeVars(Action1) CEqual.java","106","0"
"com.google.common.collect.ImmutableList$Builder.build() ImmutableList.java","106","106"
"io.usethesource.capsule.factory.DefaultSetFactory.lambda$transientOf$4() DefaultSetFactory.java","103","11"
"io.usethesource.capsule.factory.DefaultSetFactory$$Lambda$335.call()","103","0"
"mb.scopegraph.ecoop21.ResolutionInterpreter$1$$Lambda$951.apply(Object)","103","0"
"mb.statix.solver.query.QueryMin.apply(ISubstitution$Immutable) QueryMin.java","103","0"
"mb.nabl2.terms.substitution.PersistentSubstitution.domainSet() PersistentSubstitution.java","102","0"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$674.test(Object)","102","9"
"io.usethesource.capsule.core.PersistentTrieMap$BitmapIndexedMapNode.getKeyValueEntry(int) PersistentTrieMap.java","102","28"
"io.usethesource.capsule.core.PersistentTrieSet$BitmapIndexedSetNode.<init>(AtomicReference, int, int, Object[]) PersistentTrieSet.java","102","76"
"java.util.Spliterators$IteratorSpliterator.characteristics() Spliterators.java","101","101"
"org.metaborg.util.tuple.Tuple2.hashCode() Tuple2.java","101","10"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.nodeAt(int) PersistentTrieMap.java","101","22"
"org.metaborg.util.collection.MultiSetMap$Transient.<init>(Map$Transient, MultiSetMap$Transient) MultiSetMap.java","101","29"
"java.lang.invoke.LambdaForm$MH.303563356.linkToTargetMethod(Object) LambdaForm$MH","100","100"
"java.lang.Integer.valueOf(int) Integer.java","100","95"
"mb.nabl2.terms.build.ITermBuild.newAppl(String, ITerm[]) ITermBuild.java","99","0"
"java.lang.invoke.LambdaForm$MH.1938056729.linkToTargetMethod(Object, Object, Object, Object, Object, Object) LambdaForm$MH","99","0"
"io.usethesource.capsule.factory.DefaultSetFactory.lambda$of$1(Object) DefaultSetFactory.java","99","2"
"io.usethesource.capsule.factory.DefaultSetFactory$$Lambda$901.call()","99","0"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$21.match(ITerm, IUnifier)","98","35"
"mb.statix.solver.completeness.Completeness$Transient.update(ITermVar, IUnifier) Completeness.java","98","0"
"mb.statix.solver.completeness.ICompleteness$Transient.lambda$4(IUnifier, ITermVar) ICompleteness.java","98","0"
"org.metaborg.util.collection.MultiSet$Transient.freeze() MultiSet.java","98","49"
"org.metaborg.util.future.AggregateFuture$$Lambda$471.accept(Object)","98","73"
"mb.nabl2.terms.build.ATermVar.match(IListTerm$Cases) ATermVar.java","98","0"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.nodeOf(AtomicReference, int, Object, int, Object, int) PersistentTrieSet.java","97","44"
"mb.p_raffrayi.impl.AbstractUnit.isOwner(Object) AbstractUnit.java","97","23"
"org.metaborg.util.future.AggregateFuture.thenApply(CheckedFunction1) AggregateFuture.java","96","0"
"org.metaborg.util.collection.MultiSetMap$Transient.of() MultiSetMap.java","96","14"
"org.metaborg.util.collection.ConsList$1.hasNext() ConsList.java","95","8"
"mb.p_raffrayi.impl.tokens.CloseScope.<init>(IActorRef, Object) CloseScope.java","95","12"
"mb.p_raffrayi.impl.tokens.CloseScope.of(IActorRef, Object) CloseScope.java","95","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify.<init>(PersistentUnifier$Immutable, IUnifier, Predicate1) PersistentUnifier.java","95","7"
"mb.nabl2.terms.build.AAppl1Term.getArgs() AAppl1Term.java","95","5"
"java.util.Objects.requireNonNull(Object, String) Objects.java","95","95"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$TransientMapEntryIterator.hasNext() PersistentTrieMap.java","94","0"
"mb.statix.concurrent.StatixSolver$ConstraintDataEquiv.leq(ITerm, ITerm, ITypeCheckerContext, ICancel) StatixSolver.java","94","0"
