"Method","Time (ms)","Own Time (ms)"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$815.get$Lambda(PersistentUnifier$Immutable$Unify, IListTerm)","18","0"
"io.usethesource.capsule.factory.DefaultSetFactory$$Lambda$335.get$Lambda(DefaultSetFactory)","18","18"
"mb.statix.solver.persistent.State.builder() State.java","18","5"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable$$Lambda$585.apply(Object)","18","18"
"mb.p_raffrayi.impl.AbstractUnit.doAddSubUnit(String, Function2, List, boolean) AbstractUnit.java","18","6"
"mb.statix.spec.Spec.scopeExtensions() Spec.java","18","18"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$655.<init>(PersistentUnifier$Immutable$Unify, ITerm)","18","18"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$655.get$Lambda(PersistentUnifier$Immutable$Unify, ITerm)","18","0"
"java.util.stream.ReferencePipeline.filter(Predicate) ReferencePipeline.java","18","18"
"mb.nabl2.terms.matching.ApplPattern.hashCode() ApplPattern.java","18","0"
"com.google.common.collect.ImmutableMultiset.builder() ImmutableMultiset.java","18","18"
"mb.p_raffrayi.impl.StateCapture.builder() StateCapture.java","18","0"
"mb.p_raffrayi.impl.StateCapture$Builder.<init>() StateCapture.java","18","0"
"mb.p_raffrayi.impl.StateCapture$Builder.<init>(StateCapture$Builder) StateCapture.java","18","0"
"org.metaborg.util.log.MetaborgLogger.<init>(Logger) MetaborgLogger.java","18","18"
"mb.p_raffrayi.nameresolution.tracing.ExtQuerySet$Builder.addAllTransitiveQueries(Iterable) ExtQuerySet.java","18","0"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$82.apply(Object)","18","18"
"org.metaborg.util.collection.CapsuleUtil.filter(Map$Transient, Predicate1) CapsuleUtil.java","18","0"
"mb.statix.solver.completeness.Completeness.isEmpty() Completeness.java","18","0"
"org.metaborg.util.collection.MultiSetMap.isEmpty() MultiSetMap.java","18","18"
"mb.nabl2.terms.substitution.FreshVars.reset() FreshVars.java","18","6"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$21.get$Lambda(TermMatch$M, Function1)","17","1"
"com.google.common.collect.HashMultimap.create() HashMultimap.java","17","17"
"mb.statix.spec.ApplyResult.<init>(Optional, IConstraint, ICompleteness$Immutable) ApplyResult.java","17","17"
"mb.statix.spec.ApplyResult.of(Optional, IConstraint, ICompleteness$Immutable) ApplyResult.java","17","0"
"java.util.Collections$UnmodifiableCollection.isEmpty() Collections.java","17","17"
"java.lang.StringBuilder.toString() StringBuilder.java","17","17"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$324.get$Lambda(TermMatch$M)","17","17"
"mb.statix.spec.PreSolvedConstraint.lambda$3(Action1, ITermVar) PreSolvedConstraint.java","17","17"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$761.<init>(PersistentSubstitution)","17","17"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$761.get$Lambda(PersistentSubstitution)","17","0"
"org.metaborg.util.collection.HashTrieRelation3$Transient.remove(Object) HashTrieRelation3.java","17","0"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$BitmapIndexedSetMultimapNode.getCollectionKey(int) PersistentTrieSetMultimap.java","17","0"
"java.lang.invoke.LambdaForm$MH.1031919872.linkToTargetMethod(Object, Object, Object, int, Object, Object, Object) LambdaForm$MH","17","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$1023.get$Lambda(AbstractUnit$1, ILogger, Object, boolean, DataWf, IActorRef)","17","5"
"java.util.ArrayList$Itr.next() ArrayList.java","17","17"
"mb.scopegraph.ecoop21.NameResolution.lambda$3(ScopePath, LabelWf, Set$Immutable, Tuple2, Throwable) NameResolution.java","17","0"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$515.<init>(PersistentSubstitution)","16","16"
"mb.nabl2.terms.build.ApplTerm$Builder.op(String) ApplTerm.java","16","16"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$CompactSetMultimapNode.index(int, int, int) PersistentTrieSetMultimap.java","16","11"
"mb.p_raffrayi.impl.ScopeGraphLibraryUnit._query(IActorRef, ScopePath, IQuery, DataWf, DataLeq) ScopeGraphLibraryUnit.java","16","0"
"io.usethesource.capsule.core.PersistentTrieSet.<init>(PersistentTrieSet$AbstractSetNode, int, int) PersistentTrieSet.java","16","16"
"mb.statix.solver.query.QueryFilter.getLabelWF() QueryFilter.java","16","16"
"io.usethesource.capsule.core.PersistentTrieSet$$Lambda$785.equals(Object, Object)","16","16"
"mb.statix.solver.Delay.removeAll(Iterable, Iterable) Delay.java","16","0"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$21.<init>(TermMatch$M, Function1)","16","10"
"mb.nabl2.terms.build.TermVar.builder() TermVar.java","16","16"
"mb.p_raffrayi.impl.AbstractUnit$1.lambda$15(TypeCheckerState, ICompletableFuture, Boolean, Throwable) AbstractUnit.java","16","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$1170.apply(Object, Object)","16","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$1171.apply(Object, Object)","16","0"
"io.usethesource.capsule.factory.DefaultSetFactory.lambda$of$1(Object) DefaultSetFactory.java","16","3"
"io.usethesource.capsule.factory.DefaultSetFactory.of(Object) DefaultSetFactory.java","16","0"
"io.usethesource.capsule.factory.DefaultSetFactory$$Lambda$900.call()","16","0"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath.<init>(Object) ScopePath.java","16","0"
"mb.statix.solver.persistent.State$InitShim.resource() State.java","15","15"
"mb.p_raffrayi.impl.AbstractUnit.getOwner(Object) AbstractUnit.java","15","15"
"mb.nabl2.terms.unification.u.BaseUnifier$ImmutableResult.<init>(Object, PersistentUnifier$Immutable) BaseUnifier.java","15","15"
"mb.statix.constraints.CTellEdge.apply(ISubstitution$Immutable) CTellEdge.java","15","2"
"mb.scopegraph.ecoop21.NameResolution$$Lambda$986.get$Lambda(NameResolution, Tuple2, Tuple2)","15","15"
"com.google.common.collect.ImmutableMultimap$Builder.build() ImmutableMultimap.java","15","15"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath.getTarget() ScopePath.java","15","15"
"mb.p_raffrayi.impl.AbstractUnit$RecordingTypeCheckerContext.lambda$0(ScopePath, IQuery, DataWf, IQueryAnswer) AbstractUnit.java","15","0"
"mb.p_raffrayi.impl.AbstractUnit$RecordingTypeCheckerContext$$Lambda$1143.apply(Object)","15","0"
"mb.nabl2.terms.matching.Transform$T.lambda$9(PartialFunction1, IConsTerm) Transform.java","15","0"
"mb.nabl2.terms.matching.Transform$T$$Lambda$579.apply(Object)","15","0"
"mb.statix.spec.PreSolvedConstraint.intern(Set$Immutable, IUniDisunifier$Immutable) PreSolvedConstraint.java","15","15"
"mb.nabl2.terms.build.Appl0Term$Builder.op(String) Appl0Term.java","15","15"
"mb.nabl2.terms.Terms$CaseBuilder$1.<init>(Terms$CaseBuilder, Function1) Terms.java","14","14"
"mb.statix.spec.Rule.params() Rule.java","14","9"
"com.google.common.collect.RegularImmutableSet.contains(Object) RegularImmutableSet.java","14","14"
"mb.statix.constraints.CAstId.apply(ISubstitution$Immutable) CAstId.java","14","2"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$1017.get$Lambda(BaseUnifier, Set, Map)","14","14"
"mb.statix.constraints.Constraints$CaseBuilder$1.caseTellEdge(CTellEdge) Constraints.java","14","14"
"org.metaborg.util.collection.MultiSet.isEmpty() MultiSet.java","14","10"
"mb.statix.solver.persistent.State$Builder.from(Object) State.java","14","0"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.index(int, int) PersistentTrieSet.java","14","14"
"mb.p_raffrayi.impl.AbstractUnit.process(IActorRef) AbstractUnit.java","14","1"
"mb.scopegraph.ecoop21.NameResolution$$Lambda$1045.<init>(NameResolution, ScopePath, LabelWf, Object)","14","14"
"mb.scopegraph.ecoop21.NameResolution$$Lambda$1045.get$Lambda(NameResolution, ScopePath, LabelWf, Object)","14","0"
"mb.statix.solver.log.LazyDebugContext.commit() LazyDebugContext.java","14","14"
"mb.statix.constraints.Constraints.conjoin(Iterable, IConstraint) Constraints.java","14","14"
"mb.statix.spec.PreSolvedConstraint.lambda$25(ICompleteness$Transient, IRenaming, IUniDisunifier$Transient, ICompleteness$Immutable) PreSolvedConstraint.java","14","8"
"mb.statix.spec.PreSolvedConstraint$$Lambda$1061.accept(Object)","14","0"
"mb.nabl2.terms.unification.ud.BaseUniDisunifier$Transient.lambda$0(IUniDisunifier$Result) BaseUniDisunifier.java","14","14"
"mb.nabl2.terms.unification.ud.BaseUniDisunifier$Transient$$Lambda$1002.apply(Object)","14","0"
"mb.statix.spec.RuleUtil$$Lambda$795.apply(Object)","14","14"
"mb.statix.solver.query.QueryMin.getDataEquiv() QueryMin.java","14","14"
"mb.nabl2.terms.build.TermVar.getResource() TermVar.java","14","14"
"java.lang.invoke.MethodHandleNatives.linkMethodHandleConstant(Class, int, Class, String, Object) MethodHandleNatives.java","14","14"
"mb.nabl2.terms.build.Attachments$SingleAttachment.isEmpty() Attachments.java","13","13"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$647.get$Lambda(PersistentUnifier$Immutable$Unify, ITerm)","13","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$903.get$Lambda(AbstractUnit$1, ScopePath, IQuery, DataWf, ILogger, Object, IActorRef, DataLeq, IActorRef, boolean)","13","13"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable.of() PersistentUniDisunifier.java","13","13"
"mb.scopegraph.ecoop21.NameResolution.lambda$15(ScopePath, LabelWf, Object, IFuture, List, Throwable) NameResolution.java","13","13"
"mb.scopegraph.ecoop21.NameResolution$$Lambda$965.apply(Object, Object)","13","0"
"io.usethesource.capsule.core.PersistentTrieSet.isEmpty() PersistentTrieSet.java","13","13"
"mb.p_raffrayi.impl.AbstractUnit$1.unitMetadata() AbstractUnit.java","13","13"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$809.get$Lambda(PersistentUnifier$Immutable$Unify, IListTerm)","13","5"
"mb.nabl2.terms.build.ITermBuild.newAppl(String, ITerm[]) ITermBuild.java","13","0"
"mb.nabl2.terms.build.ITermBuild.newAppl(String, Iterable) ITermBuild.java","13","0"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable.lambda$7(Ref, IUnifier$Immutable) PersistentUniDisunifier.java","13","0"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable$$Lambda$582.apply()","13","0"
"mb.p_raffrayi.nameresolution.NameResolutionQuery.<init>(LabelWf, LabelOrder, Set$Immutable) NameResolutionQuery.java","13","13"
"mb.nabl2.terms.matching.Pattern$$Lambda$763.apply(Object, Object)","13","2"
"mb.statix.scopegraph.AScope.lambda$0(IApplTerm, String, String) AScope.java","13","13"
"mb.statix.solver.completeness.Completeness$Transient.add(ITerm, EdgeOrData, IUnifier) Completeness.java","13","0"
"mb.statix.solver.completeness.CompletenessUtil.lambda$21(ICompleteness$Transient, ITerm, EdgeOrData) CompletenessUtil.java","13","0"
"mb.statix.solver.completeness.CompletenessUtil.lambda$36(SetMultimap, Action2, CUser) CompletenessUtil.java","13","0"
"mb.statix.solver.completeness.CompletenessUtil.lambda$38(CUser, ICompleteness$Transient, Action2, Tuple2) CompletenessUtil.java","13","0"
"mb.statix.solver.completeness.CompletenessUtil.precomputeCriticalEdges(IConstraint, SetMultimap, Action2) CompletenessUtil.java","13","0"
"mb.statix.solver.completeness.CompletenessUtil.precomputeCriticalEdges(IConstraint, SetMultimap) CompletenessUtil.java","13","0"
"mb.statix.solver.completeness.CompletenessUtil$$Lambda$350.apply(Object)","13","0"
"mb.statix.solver.completeness.CompletenessUtil$$Lambda$366.accept(Object)","13","0"
"mb.statix.solver.completeness.CompletenessUtil$$Lambda$530.apply(Object, Object)","13","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$816.<init>(PersistentUnifier$Immutable$Unify, IListTerm)","13","13"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$816.get$Lambda(PersistentUnifier$Immutable$Unify, IListTerm)","13","0"
"mb.scopegraph.regexp.RegExpMatcher.isFinal() RegExpMatcher.java","13","0"
"java.lang.StringBuilder.append(String) StringBuilder.java","13","13"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.index(int, int) PersistentTrieMap.java","13","13"
"mb.nabl2.terms.substitution.PersistentSubstitution.isEmpty() PersistentSubstitution.java","12","12"
"mb.p_raffrayi.impl.tokens.InitScope.hashCode() InitScope.java","12","12"
"io.usethesource.capsule.factory.DefaultSetFactory.of(Object, Object) DefaultSetFactory.java","12","7"
"io.usethesource.capsule.Set$Immutable.of(Object, Object) Set.java","12","0"
"mb.statix.constraints.CTellEdge.doVisitFreeVars(Action1) CTellEdge.java","12","0"
"mb.statix.constraints.CTellEdge$$Lambda$554.get$Lambda(Action1)","12","12"
"mb.nabl2.terms.unification.ud.Diseq.freeVarSet() Diseq.java","12","12"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$647.<init>(PersistentUnifier$Immutable$Unify, ITerm)","12","12"
"mb.statix.solver.persistent.State$Builder.<init>() State.java","12","12"
"mb.statix.solver.persistent.State$Builder.<init>(State$Builder) State.java","12","0"
"mb.p_raffrayi.impl.UnitProcess.<init>(IActorRef) UnitProcess.java","12","12"
"mb.statix.constraints.CTellEdge.apply(ISubstitution$Immutable) CTellEdge.java","12","0"
"mb.statix.spec.Rule$InitShim.<init>(Rule, Rule$InitShim) Rule.java","12","12"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$CompactSetMultimapNode.mask(int, int) PersistentTrieSetMultimap.java","12","12"
"mb.nabl2.terms.stratego.TermIndex.<init>(IAttachments, String, int) TermIndex.java","12","12"
"mb.nabl2.terms.stratego.TermIndex.withAttachments(IAttachments) TermIndex.java","12","0"
"mb.nabl2.terms.stratego.TermIndex.withAttachments(IAttachments) TermIndex.java","12","0"
"io.usethesource.capsule.core.PersistentTrieSet$CompactMixedSetNode.<init>(AtomicReference, int, int) PersistentTrieSet.java","12","2"
"mb.nabl2.terms.build.Appl1Term$Builder.attachments(IAttachments) Appl1Term.java","12","12"
"mb.statix.constraints.CCompiledQuery.withCause(IConstraint) CCompiledQuery.java","12","12"
"mb.statix.concurrent.nameresolution.ScopeImpl.id(Object) ScopeImpl.java","12","12"
"mb.nabl2.terms.build.AStringTerm.equals(Object) AStringTerm.java","12","12"
"mb.nabl2.terms.stratego.ATermIndex.getArgs() ATermIndex.java","12","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$1073.apply(Object, Object)","12","12"
"io.usethesource.capsule.core.PersistentTrieSet.of(Object) PersistentTrieSet.java","12","0"
"io.usethesource.capsule.core.PersistentTrieMap.keyIterator() PersistentTrieMap.java","12","6"
"com.google.common.collect.IndexedImmutableSet.iterator() IndexedImmutableSet.java","12","12"
"mb.statix.constraints.CTellEdge.ownCriticalEdges() CTellEdge.java","12","12"
"mb.statix.constraints.CAstId.apply(ISubstitution$Immutable) CAstId.java","12","0"
"mb.statix.solver.completeness.Completeness$Immutable.<init>(MultiSetMap$Immutable, Completeness$Immutable) Completeness.java","12","12"
"mb.p_raffrayi.actors.impl.Actor.async(IActorRef) Actor.java","12","0"
"mb.p_raffrayi.actors.impl.ActorSystem$ActorContext.async(IActorRef) ActorSystem.java","12","12"
"com.google.common.collect.AbstractSetMultimap.entries() AbstractSetMultimap.java","12","12"
"mb.statix.constraints.CAstProperty.hashCode() CAstProperty.java","12","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$645.get$Lambda(PersistentUnifier$Immutable$Unify, ITerm)","11","6"
"java.lang.invoke.LambdaForm$MH.1938056729.linkToTargetMethod(Object, Object, Object, Object, Object, Object) LambdaForm$MH","11","2"
"mb.statix.constraints.CEqual.apply(IRenaming) CEqual.java","11","0"
"mb.statix.constraints.CEqual.apply(IRenaming) CEqual.java","11","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$1023.<init>(AbstractUnit$1, ILogger, Object, boolean, DataWf, IActorRef)","11","11"
"mb.statix.spec.PreSolvedConstraint.lambda$12(Deque, CConj) PreSolvedConstraint.java","11","0"
"mb.statix.spec.PreSolvedConstraint$$Lambda$848.apply(Object)","11","0"
"mb.nabl2.terms.substitution.Renaming.lambda$0(IApplTerm) Renaming.java","11","0"
"mb.nabl2.terms.substitution.Renaming$$Lambda$1022.apply(Object)","11","5"
"org.metaborg.util.collection.CapsuleUtil.immutableSet() CapsuleUtil.java","11","11"
"java.text.StringCharacterIterator.<init>(String) StringCharacterIterator.java","11","11"
"mb.p_raffrayi.actors.impl.Actor.add(String, TypeTag, Function1) Actor.java","11","0"
"mb.p_raffrayi.actors.impl.ActorSystem.escapeId(String) ActorSystem.java","11","0"
"mb.p_raffrayi.actors.impl.ActorSystem$ActorContext.add(IActorInternal, String, TypeTag) ActorSystem.java","11","0"
"mb.p_raffrayi.impl.Broker$UnitContext.add(String, Function2, List) Broker.java","11","0"
"mb.p_raffrayi.impl.TypeCheckerUnit.add(String, ITypeChecker, List, boolean) TypeCheckerUnit.java","11","0"
"org.metaborg.util.future.CompletedFuture.compose(CheckedFunction2) CompletedFuture.java","11","0"
"com.sun.proxy.$Proxy2._closeEdge(Object, EdgeOrData)","11","0"
"mb.p_raffrayi.impl.ScopeGraphLibraryUnit.closeRootScopes(List) ScopeGraphLibraryUnit.java","11","0"
"java.lang.Object.getClass() Object.java (native)","11","11"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet$TransientSetKeyIterator.next() PersistentTrieSet.java","11","0"
"mb.p_raffrayi.impl.tokens.TypeCheckerState.<init>(IActorRef, Iterable, ICompletableFuture) TypeCheckerState.java","10","0"
"mb.p_raffrayi.impl.tokens.TypeCheckerState.of(IActorRef, List, ICompletableFuture) TypeCheckerState.java","10","0"
"mb.p_raffrayi.impl.tokens.TypeCheckerState.of(IActorRef, Iterable, ICompletableFuture) TypeCheckerState.java","10","0"
"mb.nabl2.terms.build.Appl1Term$Builder.arg0(ITerm) Appl1Term.java","10","10"
"mb.statix.concurrent.AbstractTypeChecker.makeSharedScope(ITypeCheckerContext, String) AbstractTypeChecker.java","10","0"
"org.metaborg.util.collection.MultiSet$Immutable.of(Iterable) MultiSet.java","10","0"
"mb.statix.concurrent.StatixSolver$1.<init>(StatixSolver, int) StatixSolver.java","10","10"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$1053.apply(Object)","10","10"
"mb.statix.spec.Rule.builder() Rule.java","10","0"
"mb.nabl2.terms.matching.Pattern.lambda$2(ImmutableList$Builder, ISubstitution$Immutable, ITermVar, ITerm) Pattern.java","10","10"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap.entryIterator() PersistentTrieMap.java","10","0"
"com.google.common.collect.LinkedListMultimap.removeAll(Object) LinkedListMultimap.java","10","10"
"mb.nabl2.terms.unification.ud.BaseUniDisunifier$Transient$$Lambda$1002.get$Lambda(BaseUniDisunifier$Transient)","10","10"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$513.<init>(PersistentSubstitution)","10","10"
"mb.p_raffrayi.actors.impl.Actor._start(IActorInternal, Function1) Actor.java","10","0"
"mb.statix.concurrent.AbstractTypeChecker.<init>(Spec, IDebugContext, Supplier, int) AbstractTypeChecker.java","10","0"
"mb.statix.concurrent.ProjectTypeChecker.<init>(IStatixProject, Spec, IDebugContext, Supplier, int) ProjectTypeChecker.java","10","0"
"mb.p_raffrayi.impl.WaitForGraph.countWaitingFor(Object, Object) WaitForGraph.java","10","0"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$CompactSetMultimapNode.insertedSingle(AtomicReference, Object, Object, int, int, MultimapResult, EqualityComparator) PersistentTrieSetMultimap.java","10","0"
"org.metaborg.util.Ref.<init>() Ref.java","10","10"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$362.get$Lambda(Function1)","10","10"
"mb.nabl2.terms.substitution.PersistentSubstitution.rangeSet() PersistentSubstitution.java","10","0"
"org.metaborg.util.collection.MultiSet.elementSet() MultiSet.java","10","10"
"mb.p_raffrayi.impl.tokens.Query.hashCode() Query.java","10","10"
"java.util.stream.ReferencePipeline.max(Comparator) ReferencePipeline.java","10","10"
"mb.nabl2.terms.unification.ud.BaseUniDisunifier$ImmutableResult.result() BaseUniDisunifier.java","10","10"
"mb.statix.solver.persistent.State$Builder.termProperties(Map$Immutable) State.java","10","10"
"com.google.common.collect.SingletonImmutableSet.size() SingletonImmutableSet.java","10","10"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$TransientMapEntryIterator.next() PersistentTrieMap.java","10","0"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$TransientMapEntryIterator.next() PersistentTrieMap.java","10","0"
"java.lang.Object.equals(Object) Object.java","10","10"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$1003.<init>(BaseUnifier, Set, Map)","10","10"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$1003.get$Lambda(BaseUnifier, Set, Map)","10","0"
"mb.nabl2.terms.build.ANilTerm.hashCode() ANilTerm.java","10","10"
"mb.statix.constraints.CUser.cause() CUser.java","10","10"
"mb.statix.solver.completeness.Completeness$Transient.of() Completeness.java","10","0"
"io.usethesource.capsule.core.PersistentTrieMap.isEmpty() PersistentTrieMap.java","10","10"
"java.util.Optional.isPresent() Optional.java","10","10"
"mb.nabl2.terms.build.AStringTerm.matchOrThrow(ITerm$CheckedCases) AStringTerm.java","10","0"
"mb.nabl2.terms.Terms$CheckedCaseBuilder$1.caseString(IStringTerm) Terms.java","10","0"
"mb.p_raffrayi.actors.impl.ActorSystem$ActorContext.scheduler() ActorSystem.java","10","10"
"com.google.common.collect.ImmutableList.of(Object, Object, Object, Object) ImmutableList.java","9","9"
"mb.nabl2.terms.build.AAppl4Term.getArgs() AAppl4Term.java","9","0"
"mb.nabl2.terms.matching.MatchResult.<init>(ISubstitution$Immutable, Set, List) MatchResult.java","9","9"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.bitpos(int) PersistentTrieSet.java","9","9"
"com.google.common.collect.Lists.newArrayList(Object[]) Lists.java","9","9"
"mb.nabl2.terms.substitution.FreshVars.<init>(Set[]) FreshVars.java","9","0"
"mb.statix.solver.completeness.Completeness$Transient.lambda$4(MultiSet$Immutable, ITerm) Completeness.java","9","0"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.<init>() PersistentTrieSet.java","9","9"
"mb.p_raffrayi.actors.impl.ActorSystem.doAdd(IActorInternal, String, TypeTag) ActorSystem.java","9","0"
"java.lang.String.indexOf(int) String.java","9","9"
"mb.nabl2.terms.build.TermVar$Builder.name(String) TermVar.java","9","9"
"mb.p_raffrayi.actors.impl.ActorSystem.<init>(IActorScheduler) ActorSystem.java","9","0"
"mb.p_raffrayi.actors.impl.WorkStealingScheduler.<init>(int) WorkStealingScheduler.java","9","0"
"mb.statix.solver.log.NullDebugContext.<init>(int) NullDebugContext.java","9","9"
"mb.statix.solver.log.NullDebugContext.subContext() NullDebugContext.java","9","0"
"mb.statix.spec.ARule$$Lambda$1084.apply(int)","9","9"
"mb.nabl2.terms.Terms$1.<init>(Function1, Function1, Function1, Function1, Function1, Function1) Terms.java","9","9"
"mb.statix.spec.PreSolvedConstraint.lambda$24(Collection, IConstraint, IConstraint, CUser) PreSolvedConstraint.java","9","4"
"mb.statix.spec.PreSolvedConstraint$$Lambda$860.apply(Object)","9","0"
"mb.nabl2.terms.build.Appl3Term.<init>(Appl3Term$Builder) Appl3Term.java","9","0"
"mb.statix.concurrent.util.VarIndexedCollection.<init>() VarIndexedCollection.java","9","0"
"mb.statix.constraints.Constraints.lambda$148(CTrue) Constraints.java","9","9"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$959.get$Lambda(AbstractUnit$1, Object, Object)","9","9"
"org.metaborg.util.future.Futures$$Lambda$1079.get$Lambda(Iterator, CheckedFunction2)","9","9"
"mb.nabl2.terms.build.NilTerm.<init>(NilTerm$Builder, NilTerm) NilTerm.java","9","0"
"mb.nabl2.terms.build.NilTerm.<init>(NilTerm$Builder) NilTerm.java","9","0"
"mb.nabl2.terms.build.NilTerm$Builder.build() NilTerm.java","9","0"
"mb.scopegraph.regexp.RegExpMatcher.isAccepting() RegExpMatcher.java","9","9"
"org.metaborg.util.tuple.Tuple2.<init>(Object, Object) Tuple2.java","9","9"
"mb.statix.constraints.CExists.bodyCriticalEdges() CExists.java","9","0"
"mb.nabl2.terms.substitution.PersistentSubstitution$Immutable.<init>(Map$Immutable, MultiSet$Immutable) PersistentSubstitution.java","9","9"
"mb.nabl2.terms.matching.ConsPattern$$Lambda$738.<init>(ConsPattern, ISubstitution$Transient, IUnifier$Immutable, Pattern$Eqs)","9","0"
"mb.nabl2.terms.matching.ConsPattern$$Lambda$738.get$Lambda(ConsPattern, ISubstitution$Transient, IUnifier$Immutable, Pattern$Eqs)","9","0"
"org.metaborg.util.future.AggregateFuture$$Lambda$471.get$Lambda(ArrayList)","9","9"
"java.util.concurrent.ConcurrentLinkedDeque.push(Object) ConcurrentLinkedDeque.java","9","9"
"mb.statix.solver.store.BaseConstraintStore.add(IConstraint) BaseConstraintStore.java","9","0"
"mb.p_raffrayi.impl.AbstractUnit.releaseDelays(Object) AbstractUnit.java","9","0"
"org.metaborg.util.collection.HashTrieRelation3.get(Object) HashTrieRelation3.java","9","0"
"org.metaborg.util.future.CompletableFuture.isDone() CompletableFuture.java","9","9"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$711.<init>(TermMatch$M, Function1)","8","8"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$711.get$Lambda(TermMatch$M, Function1)","8","0"
"org.metaborg.util.collection.MultiSet$Transient.<init>(Map$Transient) MultiSet.java","8","8"
"com.google.common.collect.ImmutableList.toImmutableList() ImmutableList.java","8","8"
"mb.scopegraph.ecoop21.NameResolution$$Lambda$981.get$Lambda(NameResolution, Ref, ICancel, Env$Builder, Env)","8","8"
"com.google.common.collect.Iterables.size(Iterable) Iterables.java","8","8"
"mb.nabl2.terms.build.Appl1Term.builder() Appl1Term.java","8","0"
"mb.nabl2.terms.build.Appl1Term$Builder.<init>(Appl1Term$Builder) Appl1Term.java","8","0"
"mb.nabl2.terms.build.Appl1Term$Builder.<init>() Appl1Term.java","8","8"
"mb.statix.constraints.CFalse.apply(IRenaming) CFalse.java","8","0"
"mb.statix.constraints.CFalse.apply(IRenaming) CFalse.java","8","8"
"mb.p_raffrayi.impl.confirm.OptimisticConfirmation.factory() OptimisticConfirmation.java","8","0"
"mb.statix.constraints.Constraints.lambda$97(Action1, IConstraint) Constraints.java","8","0"
"mb.statix.constraints.Constraints$$Lambda$861.apply(Object)","8","8"
"java.util.concurrent.ConcurrentLinkedDeque.isEmpty() ConcurrentLinkedDeque.java","8","8"
"mb.scopegraph.patching.PatchCollection$Transient.of() PatchCollection.java","8","0"
"mb.nabl2.terms.build.AAppl0Term.getArgs() AAppl0Term.java","8","8"
"mb.statix.constraints.CTrue.unsafeApply(ISubstitution$Immutable) CTrue.java","8","8"
"mb.nabl2.terms.matching.NilPattern.getVars() NilPattern.java","8","8"
"mb.nabl2.terms.stratego.ATermIndex.get(IAttachments) ATermIndex.java","8","8"
"mb.p_raffrayi.impl.TypeCheckerUnit.lambda$15(Query, IQueryAnswer, Throwable) TypeCheckerUnit.java","7","0"
